Sex,Age,ChargeDegree,DaysInJail,DaysInCustody,Priors,Label
Male,25,F,26,27,2,0
Male,42,F,1,1,1,1
Female,27,F,1,7,2,0
Male,51,F,1,1,2,0
Male,33,F,369,370,23,1
Male,24,F,0,0,1,0
Male,37,F,92,93,4,0
Male,21,F,5,125,0,0
Male,35,F,1,2,1,1
Female,24,F,36,84,0,0
Male,49,M,1,15,2,0
Male,38,F,2,8,9,0
Female,30,M,0,0,0,0
Male,22,F,128,40,3,0
Male,25,F,1,44,0,1
Female,30,M,1,1,3,1
Male,52,M,0,1,0,0
Male,26,M,1,1,0,0
Male,29,F,0,8,7,0
Male,45,F,54,1,9,1
Male,20,F,0,43,0,1
Male,29,F,80,95,4,0
Male,43,F,69,167,1,1
Male,26,F,0,1,2,0
Female,46,F,0,1,4,0
Female,46,F,1,1,0,0
Male,39,F,1,1,8,0
Male,29,F,5,1,12,1
Male,41,M,0,0,0,0
Male,29,F,19,11,12,1
Female,25,F,0,0,5,0
Male,23,F,18,100,3,0
Female,46,F,55,81,1,1
Male,34,F,2,3,1,0
Male,70,F,12,13,11,1
Male,52,F,1,2,2,0
Male,51,M,7,5,4,0
Female,45,F,1,142,15,1
Male,55,F,85,73,21,1
Female,49,F,1,1,1,0
Female,26,M,1,2,9,1
Female,47,F,0,0,0,0
Male,25,M,0,0,7,1
Male,21,F,59,74,2,1
Male,37,F,1,1,27,1
Male,21,F,49,3,1,1
Male,21,F,1,1,0,0
Male,25,F,0,16,4,1
Female,27,F,1,0,3,1
Male,30,F,12,1,3,1
Male,70,M,0,1,0,0
Male,37,F,0,6,11,1
Male,46,F,2,1,5,1
Male,40,M,2,2,4,1
Male,20,F,217,1632,2,1
Male,43,F,9,9,18,1
Male,38,F,55,1,15,0
Male,37,M,1,1,8,1
Male,38,F,0,0,3,0
Female,27,F,0,1,0,0
Female,20,M,10,11,0,1
Male,31,M,1,1,6,0
Male,29,F,1,79,3,1
Male,48,F,74,74,13,1
Female,30,M,0,1,0,0
Female,25,F,11,5,2,1
Female,49,F,1,1,3,0
Male,33,M,1,1,1,0
Male,26,F,1,0,5,1
Male,31,M,1,37,2,0
Male,61,M,0,1,1,0
Male,62,M,2,2,0,0
Female,27,M,54,33,4,1
Male,48,F,1,10,9,0
Female,40,F,1,1,0,0
Male,24,F,2,3,0,0
Male,22,F,1,1,0,1
Male,30,M,15,16,4,1
Male,63,M,0,0,0,0
Male,33,F,1,1686,4,0
Female,21,F,0,1,2,1
Male,43,M,1,59,0,1
Male,26,F,33,34,3,1
Male,51,F,7,12,1,0
Male,39,F,1,25,3,1
Female,30,M,1,0,0,1
Male,32,F,1,1,14,1
Male,22,M,0,8,0,0
Male,59,F,0,1,0,0
Male,38,M,30,31,42,1
Male,23,F,237,238,2,0
Male,42,M,1,1,0,1
Male,20,F,15,143,2,1
Male,38,F,192,193,2,1
Female,34,F,1,1,2,0
Female,36,F,2,2,7,1
Male,35,F,76,76,7,1
Male,36,M,1,1,0,1
Male,31,F,13,14,1,0
Female,28,F,4,5,3,1
Male,28,F,0,0,1,1
Male,60,F,120,120,3,0
Male,43,F,1,1,0,0
Male,31,F,2,1,17,1
Male,54,F,13,14,6,1
Male,24,F,130,242,17,1
Male,41,F,1,0,0,1
Male,21,F,242,29,2,1
Female,29,F,1,1,1,1
Male,22,F,0,1,1,0
Male,52,F,33,34,9,1
Male,21,F,5,6,1,0
Female,45,F,6,6,1,0
Male,29,M,0,3,1,1
Male,46,F,9,4,10,1
Male,21,F,12,5,4,0
Male,35,F,1,13,6,1
Male,52,M,70,71,1,1
Male,48,M,0,5,0,0
Female,29,M,214,214,12,1
Male,48,M,1,1,0,0
Male,31,F,8,26,10,1
Male,21,F,127,127,3,1
Male,32,F,22,0,0,1
Male,47,M,3,3,0,0
Male,21,F,0,44,8,1
Male,35,F,0,166,16,0
Male,46,M,20,9,3,1
Male,34,F,5,3,5,1
Male,52,F,3,3,2,0
Female,39,F,178,179,8,0
Male,21,M,9,45,0,1
Female,19,F,1,1,0,1
Male,22,M,2,3,0,0
Male,45,F,2,35,1,0
Female,27,F,1,1,0,0
Male,25,M,0,1,0,0
Male,30,F,0,0,0,1
Male,31,F,0,1,2,1
Male,28,F,1,1,3,0
Male,36,M,2,2,3,1
Male,27,F,10,4,7,1
Male,42,F,0,0,1,0
Male,35,F,40,41,0,1
Female,33,F,0,1,2,0
Male,24,F,218,335,7,1
Male,25,F,2,16,22,1
Female,42,M,1,1,0,0
Male,21,F,3,4,0,1
Male,27,F,40,41,25,1
Female,21,F,2,3,0,0
Male,26,M,5,5,0,1
Male,23,M,0,0,1,1
Male,49,F,1,118,0,1
Male,29,F,65,145,11,1
Male,44,F,1,2,0,1
Male,28,M,24,24,1,0
Male,27,M,0,0,2,1
Female,35,F,0,15,12,1
Male,36,M,0,0,19,1
Male,46,M,45,46,2,0
Male,34,F,0,1,3,0
Male,45,F,0,7,15,1
Male,28,F,16,1,9,1
Female,25,F,4,4,1,0
Male,21,M,0,1,2,0
Male,48,F,0,1,1,0
Male,37,M,0,1,1,0
Male,24,F,0,38,3,1
Male,37,M,1,0,1,1
Male,39,F,0,1,1,0
Male,24,F,21,22,2,1
Male,49,F,0,1,2,0
Male,23,F,1,1,1,1
Male,36,F,8,55,4,1
Male,43,F,0,1,5,0
Male,28,M,1,1555,6,1
Female,21,F,54,55,5,1
Male,53,M,0,1,1,0
Female,27,M,1,23,2,1
Male,39,M,2,5,0,0
Male,47,F,1,0,22,1
Male,28,F,2,2,4,1
Female,24,F,3,13,1,0
Male,26,F,1,1,2,0
Male,31,F,54,54,7,1
Female,30,F,5,7,19,1
Male,25,M,1,1,2,0
Male,34,F,0,1,1,1
Male,26,M,28,29,2,0
Male,26,M,0,5,7,0
Male,60,F,1,5,0,0
Male,36,M,84,84,11,1
Male,26,F,6,7,5,1
Male,40,M,1,4,4,0
Male,28,F,1,5,1,1
Male,49,F,5,5,1,1
Male,46,F,279,9,8,1
Male,19,F,0,52,2,1
Male,53,F,11,12,1,0
Male,56,F,8,8,5,0
Female,33,F,0,41,2,0
Male,26,F,41,42,11,1
Male,56,M,2,3,1,0
Male,32,F,0,1,2,0
Male,25,F,3,1,0,1
Male,21,F,0,42,1,0
Male,23,F,1,1,0,0
Male,20,F,8,27,1,1
Female,39,F,1,0,4,1
Male,24,F,6,109,1,1
Male,49,F,0,1,3,0
Male,31,F,77,1,7,1
Male,20,F,16,27,1,1
Male,28,M,13,13,0,0
Male,67,F,1,1,3,0
Male,20,F,0,244,2,1
Male,40,F,78,78,4,0
Male,45,F,46,47,17,1
Male,27,F,1,5,9,1
Male,22,F,1,2,1,0
Male,36,F,0,178,9,0
Male,40,M,0,2,0,1
Male,30,M,0,1,1,1
Male,24,F,1,180,3,1
Male,46,F,2,3,4,0
Male,38,F,0,0,4,0
Male,39,F,104,419,2,1
Female,32,M,7,8,0,1
Male,54,M,1,34,1,1
Male,27,F,10,10,2,0
Male,61,F,1,1,1,0
Male,51,M,0,1,1,1
Male,57,F,27,28,0,0
Male,24,M,1,2,6,1
Male,34,F,0,1,1,0
Male,27,F,1,2,1,0
Female,28,M,3,4,10,1
Male,35,M,0,1,10,1
Male,53,F,5,5,1,0
Male,44,F,1,132,0,0
Male,61,F,22,15,10,0
Male,26,F,0,11,1,1
Male,48,F,4,4,11,1
Male,42,M,0,14,4,0
Male,38,F,0,34,10,1
Male,39,F,6,14,4,0
Male,26,M,1,0,3,0
Male,22,F,0,2,1,1
Male,50,F,30,8,0,0
Male,44,M,81,82,19,0
Male,24,F,1,14,8,1
Male,21,F,1,114,0,1
Female,36,M,1,1,0,0
Male,39,F,54,54,0,0
Female,24,F,13,14,2,0
Female,54,F,18,19,7,0
Male,41,F,1,1,3,1
Male,23,F,2,31,1,1
Male,31,F,11,52,11,1
Male,20,F,1,2,0,0
Male,49,F,43,136,10,1
Male,26,F,0,1,4,1
Male,28,F,0,20,1,1
Male,55,F,0,1,1,0
Male,22,M,2,2,0,0
Male,66,F,167,167,1,0
Male,46,F,1,1,2,0
Male,58,F,68,43,16,1
Male,28,F,29,30,4,0
Male,33,F,1,2,8,0
Male,26,M,0,0,1,0
Female,41,F,10,13,12,1
Female,32,F,0,1,0,0
Male,37,F,1,204,9,1
Male,50,F,0,1,1,0
Male,35,F,2,3,1,0
Female,47,M,4,10,0,1
Female,52,F,43,35,8,0
Male,26,F,6,13,8,1
Male,45,F,0,1,13,1
Male,19,M,1,36,0,1
Male,41,F,1,0,8,1
Male,24,M,1,10,0,0
Male,21,F,1,1,2,0
Male,54,M,0,1,0,0
Male,49,F,73,9,0,0
Male,42,F,292,28,1,0
Male,21,F,1,34,1,1
Male,61,F,49,50,30,0
Male,46,F,0,67,5,1
Male,74,M,0,1,0,0
Female,38,F,0,0,0,0
Female,39,F,0,1,1,0
Female,38,F,4,4,0,0
Male,19,F,1,1,3,1
Male,28,F,1,5,0,1
Male,25,F,28,5,1,1
Male,23,F,76,77,3,0
Male,55,F,242,242,33,1
Female,64,F,1,1,1,0
Male,23,M,27,27,1,1
Male,23,F,0,10,6,1
Female,41,F,0,0,0,0
Male,53,M,0,0,0,0
Male,34,F,2,2,0,0
Male,24,F,1,1,0,1
Male,26,M,32,32,1,0
Male,44,F,1,3,4,0
Female,27,F,5,5,0,0
Male,28,F,0,1,14,0
Male,55,M,1,1,1,0
Female,22,F,59,60,2,0
Male,36,F,1,11,15,0
Male,29,F,1,6,6,1
Male,23,F,1,3,1,0
Male,56,M,0,0,1,0
Male,27,F,0,0,2,1
Male,37,M,1,1,1,0
Male,41,M,33,3,20,1
Male,22,F,1,1,1,1
Male,37,F,0,15,1,1
Male,45,M,1,2,3,0
Female,31,F,1,24,14,0
Male,42,F,1,2,7,1
Male,26,F,29,30,24,1
Male,33,F,0,2,0,1
Male,32,F,28,33,2,1
Female,36,M,0,0,1,0
Male,25,F,155,4,8,1
Male,24,F,39,39,3,1
Male,23,M,1,1,0,0
Male,61,M,0,0,0,0
Female,42,M,0,1,0,0
Male,28,M,0,0,1,1
Male,27,M,2,2,1,0
Male,24,M,15,15,2,0
Male,33,F,0,0,14,0
Male,32,F,0,0,16,1
Male,38,F,7,7,0,0
Male,21,M,0,0,3,0
Male,27,F,168,458,1,1
Male,29,F,1,2,0,0
Male,65,F,54,23,6,0
Male,36,F,2,2,1,1
Male,46,F,0,0,0,1
Male,44,F,24,24,8,0
Male,27,M,1,2,0,0
Male,27,F,49,5,8,1
Male,61,M,2,2,0,0
Male,47,M,0,1,0,1
Male,28,F,1,2,0,1
Female,31,M,10,11,1,1
Male,26,M,1,1,9,1
Male,53,F,7,8,2,1
Male,26,F,22,23,1,1
Male,25,F,18,247,2,0
Male,23,M,32,43,5,1
Female,21,M,0,1,8,1
Male,23,M,2,3,1,0
Male,30,M,0,1,5,0
Female,45,F,11,6,2,0
Male,27,M,9,9,2,1
Male,57,M,76,77,6,1
Male,44,F,2,2,8,1
Male,21,F,7,7,0,1
Female,62,M,3,4,0,0
Male,48,F,27,27,0,0
Male,62,M,1,58,3,1
Male,28,F,136,137,7,0
Male,56,F,1,1,1,0
Male,35,F,8,8,2,0
Female,56,M,49,49,2,1
Male,22,F,1,3,3,1
Male,26,F,36,36,5,1
Male,35,M,1,10,4,0
Male,22,F,15,57,1,1
Female,37,F,1,2,8,0
Female,32,F,0,0,0,0
Female,33,F,9,9,3,1
Male,38,F,0,57,2,1
Male,69,M,1,1,22,0
Male,26,M,0,0,0,0
Male,30,F,196,3,9,1
Male,21,F,0,7,1,0
Male,45,F,0,1,0,1
Male,31,F,1,1,14,1
Female,54,F,20,20,0,1
Male,50,M,0,1,2,1
Male,37,F,1,1,13,0
Female,21,F,1,1,0,1
Male,23,M,5,0,6,1
Male,30,F,0,1,0,1
Male,53,F,17,2,2,0
Male,30,F,2,1,11,1
Male,26,M,0,1,5,0
Female,30,F,8,8,1,1
Male,29,F,1,6,13,1
Male,67,F,0,1,0,0
Male,30,F,33,5,13,1
Male,25,M,0,16,5,1
Male,45,F,1,46,8,0
Male,22,F,0,192,1,0
Male,41,F,2,14,8,1
Male,46,F,59,60,3,1
Female,37,F,1,1,13,0
Male,22,F,13,252,2,1
Male,19,F,0,2,0,1
Male,45,M,0,1,2,0
Female,33,F,0,38,5,1
Male,52,F,181,2,7,0
Male,43,M,0,1,6,1
Male,33,F,1,1,3,0
Male,26,F,3,4,4,1
Male,37,M,1,2,0,0
Male,38,F,7,8,1,1
Male,35,M,0,1,1,1
Male,40,F,0,1,1,0
Male,21,F,0,1,2,0
Male,38,F,1,82,3,1
Male,37,M,0,1,0,0
Male,44,F,1,1,0,0
Male,40,F,0,0,0,0
Male,49,F,1,2,1,0
Male,67,M,0,0,0,0
Male,59,F,33,405,14,1
Male,21,F,1,1,2,1
Male,31,M,10,1520,6,0
Female,50,F,0,1,2,1
Male,30,F,0,50,7,0
Male,28,M,0,1,1,0
Male,48,F,2,3,7,1
Male,42,M,2,2,0,0
Male,34,M,29,29,0,1
Male,43,M,0,1,4,1
Male,44,F,42,42,0,0
Male,29,F,2,2,18,1
Male,25,F,0,18,2,1
Female,32,M,1,1,0,1
Male,96,F,0,13,2,1
Male,35,M,0,0,10,1
Male,29,M,1,2,0,0
Male,27,F,1,9,10,1
Male,41,F,128,14,2,0
Male,24,F,0,6,1,1
Male,34,F,241,58,0,1
Male,48,F,1,18,2,1
Male,41,F,2,2,1,0
Male,26,M,10,1,13,1
Male,42,F,7,7,0,1
Male,29,M,42,10,0,0
Female,27,F,44,45,1,0
Male,35,M,31,31,4,0
Male,54,F,0,22,1,0
Male,20,F,0,1,0,0
Male,21,F,1,37,1,0
Male,27,M,2,62,9,1
Male,34,F,1,1,12,1
Male,27,F,41,42,4,0
Male,54,M,1,9,0,0
Male,29,F,1,2,2,1
Female,25,F,408,7,2,1
Female,40,F,6,6,7,1
Female,35,M,0,1,0,0
Male,28,M,2,2,0,1
Male,28,M,13,14,3,0
Male,30,F,17,17,1,0
Male,31,F,0,1,4,0
Male,24,M,1,1,3,1
Male,45,F,1,116,19,1
Male,33,M,0,0,1,0
Male,28,F,0,0,1,0
Female,45,F,1,54,1,1
Male,33,F,14,117,3,1
Male,23,F,0,5,8,1
Male,36,F,84,84,6,0
Male,28,F,1,1,2,1
Female,52,M,0,1,0,0
Male,26,F,1,2,0,0
Male,28,F,3,1,4,1
Female,33,F,14,14,2,0
Male,23,F,41,16,4,1
Male,31,M,0,1,4,1
Female,55,M,1,1,0,0
Male,24,F,0,0,5,1
Male,37,M,0,1,2,0
Male,41,F,177,177,0,0
Male,41,F,2,5,13,0
Male,33,F,0,1,6,0
Male,47,M,3,3,0,1
Male,24,F,36,23,0,1
Male,30,F,93,189,11,0
Male,55,F,0,8,1,0
Male,26,M,7,5,13,1
Female,41,M,0,1,7,0
Male,35,F,0,1,0,0
Male,26,F,73,26,4,1
Male,20,M,0,1,1,0
Male,24,M,8,11,3,1
Male,31,M,3,1,10,1
Male,55,F,1,2,0,1
Male,33,F,0,31,7,1
Male,44,F,270,134,6,1
Male,41,F,185,242,25,1
Male,56,M,0,1,9,0
Male,21,F,2,2,1,0
Male,36,F,219,1723,1,1
Female,48,M,0,1,1,0
Male,27,F,3,3,6,1
Male,56,F,194,194,7,1
Male,39,M,2,3,2,0
Male,31,F,1,2,0,0
Male,51,F,2,3,1,0
Female,28,F,16,16,3,0
Female,19,M,1,2,0,1
Male,20,M,1,0,0,1
Male,57,F,4,5,0,0
Male,51,M,0,1,8,1
Male,27,F,3,1,5,1
Male,23,M,35,36,3,1
Male,35,M,0,1,15,1
Male,37,F,0,0,5,0
Male,48,F,2,2,0,0
Male,19,F,273,274,6,1
Male,21,F,30,86,1,1
Male,52,M,9,10,1,0
Male,23,F,1,259,5,1
Male,19,F,35,28,3,1
Male,41,F,1,0,1,1
Male,54,M,0,2,0,1
Male,25,F,36,160,17,1
Female,40,F,2,57,4,0
Male,22,F,11,11,0,0
Male,50,F,0,1,10,0
Male,35,M,0,0,2,0
Male,28,F,1,1,7,1
Male,21,F,2,2,0,0
Female,38,F,26,149,6,1
Male,27,F,4,5,0,0
Female,38,F,1,119,20,1
Male,32,F,1,180,28,1
Male,32,F,7,7,0,0
Male,59,F,1,1,0,0
Male,30,F,82,82,19,1
Male,59,F,0,0,0,0
Female,44,F,1,0,1,1
Male,26,M,1,11,11,1
Male,30,F,1,1,10,1
Male,25,M,0,0,5,1
Male,40,F,35,36,7,0
Female,31,M,1,128,0,1
Male,37,F,81,81,22,1
Male,22,F,1,134,3,0
Male,38,M,9,2,8,1
Male,34,F,2,3,2,0
Male,30,F,1,2,8,0
Female,38,F,1,1,0,1
Male,36,F,32,1,10,1
Male,46,F,0,0,0,0
Male,35,F,0,1,2,1
Male,20,F,1,1,1,1
Female,30,F,243,22,9,1
Male,34,F,1,0,16,1
Male,31,F,1,66,3,1
Male,32,M,1,18,0,1
Male,31,F,1,28,6,1
Male,22,F,11,75,4,1
Male,31,F,80,81,0,0
Male,36,M,1,31,5,1
Male,39,M,47,47,2,0
Male,51,F,35,35,9,1
Male,35,F,1,0,7,1
Male,30,F,0,7,1,1
Male,35,F,1,2,1,0
Male,43,M,30,30,3,1
Male,37,M,2,3,0,0
Male,25,M,7,8,5,0
Male,33,F,1,44,8,1
Male,47,M,1,1,2,0
Male,46,M,2,73,12,0
Male,27,F,0,1,0,0
Male,34,F,2,5,0,1
Male,26,M,1,1,6,0
Male,25,F,0,17,1,1
Male,60,F,0,1,9,0
Male,49,M,1,19,0,1
Male,30,F,0,119,12,1
Male,25,F,0,79,4,1
Male,53,F,32,33,1,0
Male,21,F,30,31,0,1
Male,29,M,0,1,4,0
Female,24,M,7,8,2,1
Male,53,M,0,1,4,1
Male,51,F,22,23,2,0
Male,24,F,241,242,12,1
Male,37,F,1,1,5,0
Male,53,F,21,21,1,0
Male,25,F,35,35,5,0
Male,38,M,1,1,0,0
Male,22,F,319,319,5,1
Male,21,F,13,16,1,0
Male,21,F,5,5,1,1
Male,27,M,0,1,8,1
Male,28,M,20,20,15,1
Male,49,M,0,1,6,1
Male,52,F,3,211,7,1
Male,25,M,1,1,1,0
Male,56,F,2,3,2,0
Male,34,F,1,8,22,0
Male,35,F,1,82,7,0
Male,23,M,1,1,1,1
Male,22,F,0,9,2,0
Male,23,F,2,38,0,1
Male,30,M,54,54,4,0
Male,42,M,6,8,1,1
Male,50,M,32,48,26,1
Male,54,F,5,4,12,1
Male,37,M,2,2,4,1
Male,37,F,0,8,0,0
Male,23,F,0,1,1,0
Male,41,F,1,1,0,0
Male,50,F,31,32,6,0
Male,41,F,42,34,19,1
Male,26,F,4,1,2,1
Male,40,F,40,339,8,1
Male,23,F,6,18,2,1
Male,55,F,33,27,1,1
Male,33,M,1,10,6,1
Female,64,F,0,1,0,0
Male,40,F,15,1,4,1
Female,35,M,0,1,3,1
Male,22,F,1,2,1,1
Male,29,F,160,51,2,0
Male,57,M,1,2,0,0
Male,20,M,0,56,4,1
Male,23,F,91,124,3,1
Male,36,M,1,1,9,1
Male,55,M,0,1,1,0
Male,53,M,41,181,18,1
Male,21,F,0,0,1,1
Male,27,M,12,50,3,1
Male,28,F,2,1,7,1
Male,26,F,0,1,1,1
Male,25,F,1,10,1,0
Male,66,F,1,1,0,0
Male,28,M,0,0,3,0
Male,21,F,117,118,0,1
Male,60,M,3,3,18,1
Male,37,F,0,1,2,1
Male,73,M,1,1,0,0
Male,44,F,2,2,0,0
Male,42,M,4,4,0,0
Male,40,F,1,2,6,0
Female,28,F,6,7,0,1
Male,21,F,7,7,0,0
Male,56,M,0,1,0,1
Male,42,F,1,1,3,0
Male,32,F,314,118,12,1
Male,50,F,1,2,1,0
Male,34,M,1,1,0,0
Male,47,M,2,1,1,1
Male,58,F,2,2,3,0
Male,48,F,0,1,3,0
Female,20,F,0,3,0,0
Female,53,F,4,1,10,1
Male,38,M,0,1,1,0
Female,43,M,0,3,0,0
Male,25,M,1,18,2,1
Male,53,M,4,44,1,1
Male,22,M,0,1,3,0
Female,32,M,10,11,1,0
Male,26,M,1,2,9,1
Female,48,F,1,1,0,0
Male,23,F,0,2,4,1
Male,71,M,3,4,1,0
Female,61,M,0,0,0,0
Female,22,M,0,3,2,0
Male,29,M,37,38,1,1
Female,54,M,0,0,1,0
Male,24,F,1,1,8,0
Female,28,F,1,1,0,0
Female,25,F,181,181,2,0
Female,22,F,13,171,1,0
Male,24,F,1,1,2,1
Male,49,M,4,1,1,0
Male,26,F,2,2,6,1
Male,30,F,38,33,8,1
Male,30,F,180,204,5,1
Male,21,F,12,64,1,0
Male,64,F,0,1,8,0
Female,26,F,44,44,1,0
Female,45,F,0,2,8,1
Male,37,M,1,2,3,0
Female,34,F,116,116,1,1
Male,60,F,6,7,4,0
Male,27,F,0,57,0,0
Male,30,M,0,1,0,1
Male,25,M,0,2,2,0
Male,60,F,39,39,19,1
Male,56,F,6,6,24,0
Male,33,M,1,1,2,0
Male,25,F,87,2,10,1
Male,47,F,60,60,15,0
Male,32,F,4,4,6,1
Male,24,F,0,2,3,1
Male,23,F,7,0,3,1
Male,23,F,3,0,3,1
Male,25,F,0,4,1,1
Male,32,F,0,1,13,0
Female,49,F,1,1,0,0
Male,26,F,0,0,10,1
Female,20,F,11,12,2,1
Male,29,M,1,0,1,1
Male,18,F,84,9,5,1
Male,22,F,1,12,0,0
Female,26,F,0,1,3,0
Male,21,F,3,3,0,1
Male,54,M,39,8,2,0
Male,59,F,1,1,1,0
Male,22,F,1,12,1,1
Male,24,F,4,5,1,1
Male,64,F,2,2,20,0
Male,45,M,0,0,1,1
Female,22,F,5,6,0,0
Female,30,F,12,1,3,1
Male,20,F,0,0,2,0
Male,29,F,6,7,0,1
Male,28,F,20,21,5,1
Male,37,M,1,1,0,0
Male,23,F,244,245,4,1
Female,44,F,0,1,1,0
Male,41,F,1,0,8,0
Male,30,F,25,26,3,0
Male,27,M,7,68,2,1
Male,32,F,0,1,0,1
Male,40,M,1,1,26,1
Male,34,M,0,2,2,0
Female,33,M,1,1,3,0
Male,33,F,40,139,3,0
Male,33,F,6,7,0,0
Male,41,M,11,12,2,1
Male,28,M,1,2,9,0
Female,25,F,1,1,0,1
Male,51,F,4,22,14,1
Female,30,M,2,2,1,0
Female,47,M,0,1,0,0
Male,37,M,104,137,5,0
Male,31,F,116,0,9,1
Female,30,F,0,0,1,0
Male,52,F,26,1,0,1
Male,25,F,236,1,6,1
Female,46,M,18,19,7,0
Male,62,M,0,1,3,0
Male,57,F,181,182,10,1
Male,36,M,5,1,0,1
Male,24,F,10,11,3,1
Male,37,M,2,11,3,1
Male,25,F,54,54,12,0
Male,21,M,35,15,1,1
Male,38,M,0,1,0,0
Male,29,F,5,5,5,1
Male,52,M,0,0,0,1
Male,29,F,2,2,5,0
Male,59,F,242,78,13,1
Male,39,F,0,0,2,0
Male,48,M,167,167,1,0
Male,31,M,0,1,3,1
Male,20,F,5,5,3,1
Male,27,F,4,4,7,1
Male,31,F,5,5,4,1
Female,32,F,77,78,2,0
Female,24,M,30,0,2,0
Male,24,F,51,51,4,1
Male,30,M,1,1,0,1
Male,21,F,21,22,4,0
Male,41,F,0,0,0,0
Male,38,F,0,1,1,0
Male,32,F,19,22,2,1
Male,27,F,30,30,5,0
Male,69,M,0,16,0,1
Male,25,F,59,8,1,0
Male,55,M,30,30,0,1
Male,28,F,1,1,8,1
Female,20,F,1,1,1,1
Male,36,F,0,1,2,1
Female,39,F,0,1,12,1
Male,25,F,7,1,12,1
Male,32,M,1,1,16,1
Male,38,F,5,5,0,0
Male,21,F,1,1,1,1
Male,31,M,0,0,10,0
Male,35,M,34,34,2,1
Male,34,M,2,2,5,0
Male,21,F,1,0,0,0
Male,43,M,1,1,8,0
Female,32,F,1,1,0,0
Male,49,F,3,4,5,1
Male,28,F,0,1,5,1
Female,65,F,0,0,1,0
Female,27,M,1,1,0,0
Male,48,F,46,82,20,1
Male,25,M,104,105,2,0
Male,49,F,12,1,7,1
Male,42,M,1,0,6,0
Male,63,F,24,25,6,0
Male,34,F,0,1,0,0
Male,21,F,86,2,1,1
Male,35,M,15,16,0,1
Male,32,M,38,84,9,1
Female,50,M,1,1,0,0
Male,44,M,0,0,2,0
Male,44,F,10,10,8,1
Male,23,M,12,13,0,0
Male,54,F,30,30,10,0
Male,21,F,5,338,3,1
Male,38,F,180,180,17,0
Male,44,F,1,9,2,1
Male,52,M,31,3,3,1
Female,52,F,118,33,0,1
Male,21,M,0,0,0,1
Male,31,F,70,70,4,0
Female,30,F,4,1,9,1
Female,39,F,5,6,1,0
Male,56,F,1,8,6,0
Male,35,F,0,1,12,1
Male,39,F,29,29,1,0
Male,23,F,22,1,2,1
Female,64,M,0,2,1,1
Female,51,F,65,65,11,0
Female,58,F,1,1,0,0
Male,20,F,1,4,3,1
Male,21,F,42,42,0,1
Male,21,F,46,47,0,0
Male,23,F,2,153,0,0
Male,46,F,2,2,3,0
Male,25,F,117,104,35,1
Male,35,F,0,1394,5,0
Male,34,F,61,62,12,0
Male,47,F,1,1,1,0
Male,30,F,3,7,4,0
Male,47,F,1,25,1,0
Male,42,F,0,1,33,1
Male,39,F,0,1,1,1
Male,50,F,26,90,11,1
Male,30,M,5,6,2,1
Male,24,F,0,1,3,0
Male,45,F,1,1,3,0
Male,26,F,0,1,2,1
Male,39,F,0,0,3,0
Male,40,F,41,7,1,0
Male,42,F,0,127,3,1
Male,38,F,4,4,3,1
Male,67,F,24,1,0,1
Male,23,F,7,8,2,0
Male,31,F,0,26,1,1
Male,40,F,54,55,16,0
Male,44,F,3,4,0,0
Male,37,F,0,242,10,1
Female,22,M,1,1,4,0
Male,31,M,0,0,6,1
Male,28,F,53,53,9,1
Male,24,M,5,7,5,0
Male,33,F,0,1,9,0
Female,30,F,0,1686,15,1
Male,31,F,1,54,6,0
Male,56,F,9,9,7,0
Male,67,F,98,98,2,0
Male,35,F,1,1,0,1
Male,57,F,30,260,23,1
Female,39,F,31,32,8,1
Male,65,F,23,13,3,0
Female,22,M,1,1,0,0
Female,35,F,14,21,2,0
Male,29,M,2,3,3,1
Male,37,M,14,2,2,1
Male,62,F,1,114,13,1
Male,22,M,1,150,5,1
Male,31,M,19,8,6,0
Male,31,F,13,13,8,1
Male,25,F,29,29,2,0
Male,33,M,1,1,10,0
Male,25,F,2,56,2,0
Female,27,F,0,7,3,0
Male,37,F,3,15,1,0
Male,41,M,1,1,2,0
Male,35,F,6,30,6,0
Male,25,M,0,0,1,1
Male,55,M,2,2,0,0
Male,26,F,3,6,2,1
Male,35,F,195,195,7,0
Male,50,M,25,25,3,1
Male,25,F,2,1,3,1
Female,65,M,1,0,1,1
Female,31,F,0,0,0,1
Female,24,M,0,1,0,0
Male,34,F,13,4,6,1
Male,24,M,3,3,3,1
Female,30,F,1,31,5,0
Female,35,M,0,0,0,0
Male,30,F,22,23,14,1
Male,24,M,2,3,1,0
Male,51,F,13,41,3,1
Female,28,F,1,1,3,0
Female,27,F,0,9,4,1
Male,50,F,91,91,5,0
Male,22,F,0,42,2,1
Male,29,F,0,1,2,1
Male,31,F,2,46,0,0
Female,32,F,30,1,3,0
Male,27,F,1,64,1,1
Male,29,F,0,23,6,1
Male,59,F,8,1,3,0
Female,27,F,0,45,1,0
Male,33,F,141,142,0,0
Male,28,F,8,164,9,1
Female,40,F,4,4,0,0
Male,24,M,4,296,11,1
Male,31,F,52,410,20,1
Male,25,M,4,4,0,0
Male,23,M,34,34,6,0
Male,23,F,1,4,8,1
Male,48,M,0,0,0,0
Male,24,F,49,50,3,1
Male,62,F,0,1,0,0
Female,25,F,0,1,4,1
Male,25,F,1,18,1,0
Male,49,M,10,5,1,0
Male,50,F,35,79,0,1
Male,47,F,39,8,3,1
Male,37,F,1,1,14,0
